Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock,GPU memory clock,Memory,Storage,Display,Weight(kg),Price
Lenovo V320-17IKB-81CN000MGE,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, DDR4-2400, Dual-channel, one RAM slot (occupied), 4 GB of RAM soldered in","Liteonit CV3-DE256, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, LG Philips LP173WF4-SPF5, IPS, glossy: no",2.8,699 Euro
Lenovo IdeaPad 330-15ARR 81D2005CUS,2019,Windows,ryzen 5 2500u,4,8,2.0,3.6,14,4.0,15 W,radeon rx vega 8,,,,2000 MHz,System Shared,"8 GB  ,, DDR4 4 GB soldered + 4 GB PC4-21300, 17-17-17-39, Dual-Channel","SK Hynix Canvas SC311 256GB HFS256G32TNF, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AUO B156HTN03.8, TN LED, AUO38ED, glossy: no",2.2,570 USD
Lenovo ThinkPad X1 Carbon 2018-20KGS5DU00,2019,Windows,core i7-8550u,4,8,1.8,4.0,14,8.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,"16 GB  ,, LPDDR3-2133, dual-channel, soldered-in","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","14.00 inch 16:9, 2560 x 1440 pixel 210 PPI, LP140QH2-SPB1, IPS, glossy: no",1.13,1899 Euro
Lenovo ThinkPad X1 Tablet G3-20KJ001NGE,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, LPDDR3 2133MHz, soldered",", 256 GB  ","13.00 inch 3:2, 3000 x 2000 pixel 271 PPI, capacitive, native pen support, LP130QP1-SPA1, IPS LED, glossy: yes, detachable screen",1.279,1750 Euro
Lenovo Yoga C930-13IKB-81C4004AMX,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 256 GB SSD,"13.90 inch 16:9, 1920 x 1080 pixel 158 PPI, glossy: yes",1.4,
Lenovo Ideapad 330-15ICH-81FK006YSP,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce gtx 1050 mobile,2.0,GDDR5,128,1354 MHz,1752 MHz,12 GB  , 1 TB HDD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, TN, glossy: no",2.2,
Lenovo Yoga C930-13IKB-81C4008TPB,2019,Windows,core i7-8550u,4,8,1.8,4.0,14,8.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,16 GB  , 512 GB SSD,"13.90 inch 16:9, 1920 x 1080 pixel 158 PPI, glossy: yes",1.4,
Lenovo Yoga 530-14IKB-81EK00WEGE,2019,Windows,core i7-8550u,4,8,1.8,4.0,14,8.0,15 W,geforce mx130,2.0,GDDR5,64,1109 MHz,1253 MHz,8 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: yes",1.7,
Lenovo Yoga C730-15,2019,Windows,core i5-8265u,4,8,1.6,4.1,14,6.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, Capacitive, native pen support, AMOLED",1.89,
Lenovo Legion Y730-15ICH i5-8300H,2019,Windows,core i5-8300h,4,8,2.3,3.9,14,12.0,45 W,geforce gtx 1050 ti mobile,4.0,GDDR5,128,1493 MHz,1752 MHz,"8 GB  ,, DDR4-2666, PC4-21300, 19-19-19-43, Single-Channel","Intel Optane 16 GB MEMPEK1J016GAL + HGST ST1000LM049 1 TB HDD, 2x storage bays","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, BOE NV156FHM-N61, IPS, BOE06FB, glossy: no",2.2,1000 USD
Lenovo ThinkPad A285-20MX0002GE,2019,Windows,ryzen 5 pro 2500u,4,8,2.0,3.6,14,4.0,15 W,radeon rx vega 8,,,,2000 MHz,System Shared,"8 GB  ,, DDR4-2400, soldered, Dual-Channel","Samsung SSD PM981 MZVLB256HAHQ, 256 GB  ","12.50 inch 16:9, 1920 x 1080 pixel 176 PPI, N125HCE-GN1, IPS LED",1.145,1439 EUR
Lenovo Ideapad 330S-15IKBR-81F500V5SP,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 512 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI, TN, glossy: no",1.9,
Lenovo Ideapad 530S-14ARR-81H1001RGE,2019,Windows,ryzen 3 2200u,2,4,2.5,3.4,14,4.0,15 W,radeon rx vega 3,,,,1200 MHz,System Shared,8 GB  , 128 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS",1.5,
Lenovo Ideapad 330-15ICH-81FK00ADGE,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce gtx 1050 mobile,2.0,GDDR5,128,1354 MHz,1752 MHz,8 GB  , 128 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, TN, glossy: no",2.2,
Lenovo Yoga 530-14IKB-81EK00P8SP,2019,Windows,core i3-7020u,2,4,2.3,,14,3.0,15 W,hd graphics 620,,,,300 MHz,System Shared,4 GB  , 128 GB SSD,"14.00 inch 16:9, 1366 x 768 pixel 112 PPI, 81EK00P8SP, glossy: yes",1.6,
Lenovo ThinkPad P1-20MD0023US,2019,Windows,core i7-8850h,6,12,2.7,4.3,14,12.0,45 W,quadro p2000,5.0,GDDR5,160,1076 MHz,1752 MHz,"32 GB  ,, DDR4", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",1.7,2500 Euro
Lenovo Ideapad 120S-11IAP-81A400E9SP,2019,Windows,celeron n3350,2,2,1.1,2.4,14,2.0,6 W,hd graphics 500,,,,200 MHz,System Shared,2048 MB  , 32 GB eMMC,"11.60 inch 16:9, 1366 x 768 pixel 135 PPI",1.3,
Lenovo Ideapad 720-13IKBR-81C3008YSP,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.3,
Lenovo Yoga 330-11IGM-81A6002FSP,2019,Windows,celeron n4000,2,2,1.1,2.6,14,4.0,6 W,uhd graphics 600,,,,200 MHz,System Shared,4 GB  , 64 GB eMMC,"11.60 inch 16:9, 1366 x 768 pixel 135 PPI, TN, glossy: yes",1.25,
Lenovo Ideapad 330-15IKBR-81DE0208SP,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 128 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI, TN, glossy: no",2.2,
LG Gram 17Z990-R.AAS7U1,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,"16 GB  ,, DDR4, 1200 MHz, 10-10-10-28, Dual-Channel, 8 GB soldered, 1x SODIMM","Samsung SSD PM871b MZNLN256HAJQ, 256 GB  ","17.00 inch 16:10, 2560 x 1600 pixel 178 PPI, LG Philips LP170WQ1-SPA1, IPS, LGD05F8, glossy: yes",1.338,1500 USD
LG Gram 13Z990-G,2019,Windows,core i5-8265u,4,8,1.6,4.1,14,6.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI",1.0,
LG Gram 15Z990-V.AA52B,2019,Windows,core i5-8265u,4,8,1.6,4.1,14,6.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,8 GB  , 256 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: yes",1.1,
MSI Prestige 15 A10SC,2019,Windows,core i7-10710u,6,12,1.1,4.7,14,12.0,25 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,"32 GB  ,, Samsung DDR4-2666, 10-10-10-28, Dual-Channel","Samsung SSD PM981 MZVLB1T0HALR, 1024 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, Sharp LQ156D1JW42, IPS, SHP14A1, glossy: no",1.65,1800 USD
MSI Creator P65 8RF-453NE,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce gtx 1070 max-q,8.0,GDDR5,256,1215 MHz,2002 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",1.9,
MSI Alpha 15 A3DDK,2019,Windows,ryzen 7 3750h,4,8,2.3,4.0,12,4.0,35 W,radeon rx 5500m,4.0,GDDR6,128,1375 MHz,1750 MHz,"16 GB  ,, Dual-Channel DDR4-2400, 2 x 8 GB","Toshiba KBG30ZMV256G, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics B156HAN13.0 (AUOD0ED), IPS, 120 Hz, glossy: no",2.3,
MSI Prestige 14 i7-10710U,2019,Windows,core i7-10710u,6,12,1.1,4.7,14,12.0,25 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,"16 GB  ,, Dual Channel, onboard",,"14.00 inch 16:9, 3840 x 2160 pixel 315 PPI, AUO123B, glossy: no",1.251,
MSI Prestige 14 A10SC-004NL,2019,Windows,core i7-10710u,6,12,1.1,4.7,14,12.0,25 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,16 GB  , 1 TB SSD,"14.00 inch 16:9, 3840 x 2160 pixel 315 PPI",1.3,
MSI GE65 Raider 9SF-006,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2070 mobile,8.0,GDDR6,256,1215 MHz,1750 MHz,"16 GB  ,, DDR4-2666", 1TB M.2 PCIe,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, 3ms, glossy: no",2.27,2300 Euro
MSI GT76 Titan DT 9SG,2019,Windows,core i9-9900k,8,16,3.6,5.0,14,16.0,95 W,geforce rtx 2080 mobile,8.0,GDDR6,256,1380 MHz,1750 MHz,"64 GB  ,, 4x 16 GB SO-DIMM DDR4-2666, Dual-channel, all slots occupied; maximum amount of RAM: 128 GB","2x Samsung PM961 MZVLW256HEHP (RAID 0), 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, Chi Mei N173HCE-G33 (CMN175C), IPS, Full HD, 144 Hz, glossy: no",4.167,4560 EUR
MSI GE65 Raider 9SF-049US,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,geforce rtx 2070 mobile,8.0,GDDR6,256,1215 MHz,1750 MHz,"32 GB  ,, 1333.3 MHz, 19-19-19-43, Dual-Channel","Samsung SSD PM981 MZVLB1T0HALR, 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Sharp LQ156M1JW03, IPS, SHP14C5, 240 Hz",2.27,2600 USD
LG Gram 14Z980-U.AAW5U1,2019,Windows,core i5-8250u,4,8,1.6,3.4,14,6.0,15 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, DDR4-2400, 10-10-10-28, Dual-Channel, 4 GB soldered","SK Hynix SC313 HFS256G39TNF, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, LG Philips LP140WF7-SPG1, IPS, LGD05B1, glossy: yes",0.994,1000 USD
MSI GL65 9SC-004,2019,Windows,core i5-9300h,4,8,2.4,4.1,14,8.0,45 W,geforce gtx 1650 mobile,4.0,GDDR5,128,1395 MHz,2001 MHz,"8 GB  ,, DDR4", 512GB NVMe SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.3,
MSI GE63 Raider 8SG,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce rtx 2080 mobile,8.0,GDDR6,256,1380 MHz,1750 MHz,"16 GB  ,, DDR4-2666, 19-19-19-43, Single-Channel","WDC PC SN520 SDAPNUW-512G, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics B156HAN07.1, IPS, AUO71ED, glossy: no",2.57,1900 USD
MSI GE65 Raider-052,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,"16 GB  ,, DDR4-2666", 512GB,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.27,1500 Euro
MSI WS65 9TM-857,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,quadro rtx 5000,16.0,GDDR6,256,1620 MHz,1750 MHz,"64 GB  ,, DDR4-2666", 1TB M.2 PCIe,"15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, IPS, glossy: no",1.9,5000 Euro
MSI GE75 Raider 9SG-417,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2080 mobile,8.0,GDDR6,256,1380 MHz,1750 MHz,"16 GB  ,, DDR4-2666","512 GB UFS 2.1 Flash, 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no",2.61,3000 Euro
MSI GL63 8SD-269ES,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce gtx 1660 ti mobile,6.0,GDDR6,192,1455 MHz,1500 MHz,16 GB  , 256 GB SSD + 1 TB HDD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",2.2,
MSI P65 Creator 9SF-657,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,geforce rtx 2070 max-q,8.0,GDDR6,256,885 MHz,1500 MHz,"32 GB  ,, Dual-Channel, DDR4 SDRAM","2x Samsung SSD PM981 MZVLB512HAJQ (RAID 0), 1024 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 283 PPI, AU Optronics AUO41EB, IPS, glossy: no",1.9,3200 Euro
MSI GL65 9SD-043IT,2019,Windows,core i5-9300h,4,8,2.4,4.1,14,8.0,45 W,geforce gtx 1660 ti mobile,6.0,GDDR6,192,1455 MHz,1500 MHz,16 GB  , 256 GB NVMe SSD + 1 TB HDD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",3.0,
MSI PS63 8SC-003NL,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.6,
MSI GP75 Leopard 9SD,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce gtx 1660 ti mobile,6.0,GDDR6,192,1455 MHz,1500 MHz,"16 GB  ,, SO-DIMM DDR4-2666, Dual-channel, all slots occupied, max. 64 GB",", 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, Chi Mei N173HCE-G33 (CMN175C), IPS, 144 Hz, FullHD, glossy: no",2.566,1800 EUR
MSI Prestige 15 A10SC-011,2019,Windows,core i7-10710u,6,12,1.1,4.7,14,12.0,25 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, glossy: no",1.6,
MSI GS75 Stealth-479,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,geforce rtx 2080 mobile,8.0,GDDR6,256,1380 MHz,1750 MHz,"64 GB  ,, DDR4-2666", 1TB NVMe SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.25,3200 Euro
MSI GF65 9SD,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce gtx 1660 ti mobile,6.0,GDDR6,192,1455 MHz,1500 MHz,"16 GB  ,, DDR4-2666, 19-19-19-43, Dual-Channel","Kingston RBUSNS8154P3512GJ, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics B156HAN13.0, IPS, AUOD0ED, glossy: no",1.86,950 USD
MSI GE75 Raider 8SF-032ES,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce rtx 2070 mobile,8.0,GDDR6,256,1215 MHz,1750 MHz,16 GB  , 256 GB SSD + 1 TB HDD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.65,
MSI WP65,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,quadro p620,2.0,GDDR5,128,1266 MHz,1252 MHz,"16 GB  ,, SK Hynix, DDR4-2666, 19-19-19-43, Dual-Channel","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics B156HAN02.1, IPS, AUO21ED, glossy: no",1.86,1400 USD
MSI GE75 Raider 9SE-402NL,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,16 GB  , 512 GB SSD + 1 TB HDD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.6,
MSI PS63 Modern 8RC,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,geforce gtx 1050 max-q,4.0,GDDR5,128,1000 MHz,1752 MHz,"16 GB  ,, 2 x DDR4-2400 SO-DIMM slots. Up to 32 GB, with 1 x 16 GB module preinstalled","WDC PC SN520 SDAPNUW-512G, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Chi Mei CMN15E8 N156HCE/EN1, IPS, MSI True Color (~ 100% sRGB), glossy: no",1.661,
MSI PS42 Modern 8MO-023ES,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,16 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.2,
MSI GL75 9SEK-056US,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,"16 GB  ,, 1333.3 MHz, DDR4-2666 / PC4-21300","WDC PC SN520 SDAPNUW-512G, 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, No touchscreen, AU Optronics AUO479D (B173HAN04.7), IPS, 120 Hz, glossy: no",2.5,1500 USD
MSI GL65 9SEK,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,"16 GB  ,, DDR4-2666, 19-19-19-43","WDC PC SN520 SDAPNUW-512G, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics B156HAN13.0, IPS, AUOD0ED, glossy: no",2.3,1450 USD
MSI PS63 Modern 8M-071ES,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.6,
MSI P65 Creator 8RF-442,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce gtx 1070 mobile,8.0,GDDR5,256,1442 MHz,2002 MHz,"16 GB  ,, DDR4-2666","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.88,1900 Euro
MSI GE65 9SF-006,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,geforce rtx 2070 mobile,8.0,GDDR6,256,1215 MHz,1750 MHz,16 GB  , 1 TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: yes",2.3,
MSI GT76 9SF-013,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2070 mobile,8.0,GDDR6,256,1215 MHz,1750 MHz,32 GB  , 1 TB SSD + 1 TB HDD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",4.5,
MSI GF63 9SC-662,2019,Windows,core i5-9300h,4,8,2.4,4.1,14,8.0,45 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,"8 GB  ,, DDR4-2666", 512GB M.2 PCIe,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",1.86,1100 Euro
MSI GE75 9SG,2019,Windows,core i9-9880h,8,16,2.3,4.8,14,16.0,45 W,geforce rtx 2080 mobile,8.0,GDDR6,256,1380 MHz,1750 MHz,"32 GB  ,, DDR4-2666, PC4-21300, 19-19-19-43, Dual-Channel","Samsung SSD PM981 MZVLB1T0HALR, 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, Chi Mei N173HCE-G33, AHVA, CMN175C, 144 Hz, glossy: no",2.66,3300 USD
MSI GE75 Raider 8SG-059FR,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,16 GB  , 512 GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.6,
MSI GP65 Leopard 9SE-225US,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,"16 GB  ,, DDR4-2666/PC4-21300, 2x 8 GB, Samsung M471A1K43CB1-CTD","Toshiba KBG30ZMT512G, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, LG Philips LGD0625, IPS, 144 Hz, glossy: no",2.322,1550 USD
MSI GF63 9RC,2019,Windows,core i5-9300h,4,8,2.4,4.1,14,8.0,45 W,geforce gtx 1050 mobile,2.0,GDDR5,128,1354 MHz,1752 MHz,"8 GB  ,, DDR4 2666","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS",1.86,650 Euro
MSI WS75 9TL-496US,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,quadro rtx 4000,8.0,GDDR6,256,1005 MHz,1625 MHz,"32 GB  ,, DDR4-2666", 1TB M.2 PCIe,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no",2.28,3500 Euro
MSI PS63 8RC-031NL,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,geforce gtx 1050 max-q,4.0,GDDR5,128,1000 MHz,1752 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: yes",1.6,
MSI GS65 9SF-445,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2070 max-q,8.0,GDDR6,256,885 MHz,1500 MHz,"16 GB  ,, DDR4-2666", 1TB M.2 PCIe,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",1.88,2600 Euro
MSI P75 Creator 9SE-279DE,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,16 GB  , 512 GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.3,
MSI PS63 Modern 8SC,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,geforce gtx 1650 max-q,4.0,GDDR5,128,1020 MHz,1751 MHz,"16 GB  ,, 2x 8 GB SO-DIMM DDR4-2666, Dual-Channel, all slots occupied, 32 GB max.","WDC PC SN520 SDAPNUW-512G, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, CMN N156HCE-EN1 (CMN15E8), IPS, 60 Hz, Full-HD, glossy: no",1.67,1700 EUR
MSI GF75 Thin 9SC,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce gtx 1650 mobile,4.0,GDDR5,128,1395 MHz,2001 MHz,"32 GB  ,, DDR4-2666, PC4-21300, 18-18-18-39, Dual-Channel","Crucial P1 SSD CT1000P1SSD8, 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, AU Optronics B173HAN04.2, IPS, glossy: no",2.25,1200 USD
MSI GS65 8SF-057,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce rtx 2070 max-q,8.0,GDDR6,256,885 MHz,1500 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.9,
MSI PS42 8RC-001ES,2019,Windows,core i7-8550u,4,8,1.8,4.0,14,8.0,15 W,geforce gtx 1050 mobile,2.0,GDDR5,128,1354 MHz,1752 MHz,16 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.2,
MSI GS75 Stealth 9SD-604ES,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce gtx 1660 ti mobile,6.0,GDDR6,192,1455 MHz,1500 MHz,16 GB  , 512 GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI",2.3,
MSI PS63 Modern 8SC-054ES,2019,Windows,core i7-8565u,4,8,1.8,4.6,14,8.0,28 W,geforce gtx 1650 mobile,4.0,GDDR5,128,1395 MHz,2001 MHz,16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",1.6,
MSI PS42 Modern 8MO,2019,Windows,core i5-8265u,4,8,1.6,4.1,14,6.0,28 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, DDR4-2666", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS",1.18,1000 Euro
MSI GS75 Stealth 9SG,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2080 max-q,8.0,GDDR6,256,735 MHz,1500 MHz,"32 GB  ,, DDR4-2666, dual-channel, two SO-DIMM slots, a maximum of 64 GB.","2x Samsung SSD PM981 MZVLB1T0HALR (RAID 0), 2048 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, Chi Mei N173HCE-G33 (CMN175C), IPS, 144 Hz, glossy: no",2.28,3440 Euro
MSI GS75 9SE-278 Stealth,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,"16 GB  ,, DDR4-2666", 1TB M.2 PCIe,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, glossy: no",2.25,2300 Euro
MSI WS75 9TL-636,2019,Windows,core i7-9750h,6,12,2.6,4.5,14,12.0,45 W,quadro rtx 4000,8.0,GDDR6,256,1005 MHz,1625 MHz,"32 GB  ,, DDR4-2666, dual channel, 2 slots, max. 64 GB","Samsung SSD PM981 MZVLB1T0HALR, 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, B173HAN04.2, IPS, glossy: no",2.265,3700 Euro
MSI GS65 Stealth 8SE-037ES,2019,Windows,core i7-8750h,6,12,2.2,4.1,14,12.0,45 W,geforce rtx 2060 mobile,6.0,GDDR6,192,960 MHz,1750 MHz,16 GB  , 2 x 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.9,
