,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
110,Acer Aspire Vero AV15-51-55K2,2022.0,Windows,core i5-1155g7,4,8,2.5,4.5,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,788.0
111,Acer Aspire Vero AV15-51-55CG,2022.0,Windows,core i5-1155g7,4,8,2.5,4.5,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,841.0
112,Acer Aspire Vero AV15-51-522W,2022.0,Windows,core i5-1155g7,4,8,2.5,4.5,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.8,736.0
113,Acer Aspire Vero AV14-51-59UW,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.5,788.0
114,"Acer Aspire One 14, Pentium Gold 4415U",2022.0,Windows,pentium gold 4415u,2,4,2.3,,14,2,15 W,hd graphics 610,0,,0,300.0,0.0,4,0,4,1024.0,HDD,14.0,1366,768,1.8,
115,Acer Aspire 7 A715-75G-76NG,2022.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.15,
116,Acer Aspire 7 A715-51G-529E,2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,8,0,4,512.0,SSD,15.6,1920,1080,2.1,841.0
117,Acer Aspire 7 A715-42G-R8BV,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.15,
118,Acer Aspire 7 A715-42G-R69L,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.15,1051.0
119,Acer Aspire 5 A517-52G-59GP,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,17.3,1920,1080,2.6,1156.0
120,Acer Aspire 5 A515-57G-705U,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,geforce rtx 2050 mobile,4,GDDR6,64,1185.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.76,1261.0
121,Acer Aspire 5 A515-57-58LU,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.76,820.0
122,Acer Aspire 5 A515-57-56UV,2022.0,Windows,core i5-1235u,10,12,1.3,4.4,10,12,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.76,
123,Acer Aspire 5 A515-57-3488,2022.0,Windows,core i3-1215u,6,8,1.2,4.4,10,10,15 W,uhd graphics 64eus,0,,0,1400.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.76,
124,Acer Aspire 5 A515-56G-78TR,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx350,2,GDDR5,64,747.0,1752.0,8,0,4,512.0,SSD,15.6,1920,1080,1.65,
125,Acer Aspire 5 A515-56-758V,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,
126,Acer Aspire 5 A515-56-572C,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.9,578.0
127,Acer Aspire 5 A515-56-32DK,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,4,0,4,128.0,SSD,15.6,1920,1080,1.65,315.0
128,Acer Aspire 5 A515-46-R3UB,2022.0,Windows,ryzen 3 3350u,4,4,2.1,3.5,12,4,15 W,radeon rx vega 6,0,,0,1500.0,0.0,4,0,4,128.0,SSD,15.6,1920,1080,1.8,
129,Acer Aspire 5 A515-45-R7HG,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,788.0
130,Acer Aspire 5 A515-45-R74Z,2022.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.8,
131,Acer Aspire 5 A514-54G-743J,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx350,2,GDDR5,64,747.0,1752.0,8,0,4,512.0,SSD,14.0,1920,1080,1.7,
132,Acer Aspire 5 A514-54-501Z,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.55,578.0
133,Acer Aspire 3 A317-53-58F1,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.6,893.0
134,Acer Aspire 3 A317-33-C82Z,2022.0,Windows,celeron n5100,4,4,1.1,2.8,10,4,6 W,uhd graphics,0,,0,300.0,0.0,8,0,4,256.0,SSD,17.3,1920,1080,2.5,
135,Acer Aspire 3 A315-58-57F6,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,
136,Acer Aspire 3 A315-58-36U6,2022.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,
137,Acer Aspire 3 A315-35-P9GR,2022.0,Windows,pentium silver n6000,4,4,1.1,3.3,10,4,6 W,uhd graphics,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,526.0
138,Acer Aspire 3 A315-35-C2GV,2022.0,Windows,celeron n5100,4,4,1.1,2.8,10,4,6 W,uhd graphics,0,,0,300.0,0.0,4,0,4,256.0,SSD,15.6,1920,1080,1.9,315.0
139,Acer Aspire 3 A314-22-R9MH,2022.0,Windows,ryzen 3 3250u,2,4,2.6,3.5,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,8,0,4,1024.0,HDD,14.0,1920,1080,1.9,
140,Acer Aspire 1 A114-33-P2EY,2022.0,Windows,pentium silver n6000,4,4,1.1,3.3,10,4,6 W,uhd graphics,0,,0,300.0,0.0,4,0,4,128.0,SSD,14.0,1920,1080,1.6,578.0
141,Acer Aspire 1 A114-33-C51G,2022.0,Windows,celeron n4500,2,2,1.1,2.8,10,4,6 W,uhd graphics,0,,0,300.0,0.0,4,0,4,512.0,SSD,14.0,1366,768,1.45,263.0
142,Asus VivoBook Pro 16X OLED N7600PC-L2026X,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,16.0,3840,2400,1.969,1681.0
143,Asus Zenbook 17 Fold UX9702,2022.0,Windows,core i7-1250u,10,12,1.1,4.7,10,12,9 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,17.3,2560,1920,1.826,3678.0
144,Asus ROG Zephyrus G14 GA402RJ,2022.0,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16,35 W,radeon rx 6700s,8,GDDR6,128,1700.0,1750.0,16,0,5,1024.0,SSD,14.0,2560,1600,1.7,1997.0
145,Asus ExpertBook B2 Flip B2502FBA-N80141X,2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,4,1024.0,SSD,15.6,1920,1080,1.9,1365.0
146,Asus ZenBook 14 UM425U,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.206,667.0
147,Asus TUF Dash F15 FX517ZC,2022.0,Windows,core i7-12650h,10,16,2.3,4.7,10,24,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,5,512.0,SSD,15.6,2560,1440,1.945,950.0
148,Asus ROG Flow X16,2022.0,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16,35 W,geforce rtx 3070 ti mobile,8,GDDR6,256,915.0,1750.0,32,4800,5,1024.0,SSD,16.1,2560,1600,2.08,3153.0
149,Asus TUF Dash F15 FX517ZR,2022.0,Windows,core i7-12650h,10,16,2.3,4.7,10,24,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,5,1024.0,SSD,15.6,2560,1440,1.952,1786.0
150,Asus ZenBook 14X UM5401QA-KN162,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.406,
151,Asus Vivobook Pro 14 M3401QC-KM007T,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,14.0,2880,1800,1.472,
152,Asus Zenbook S 13 OLED,2022.0,Windows,ryzen 7 6800u,8,16,2.7,4.7,6,16,15 W,radeon 680m,0,,0,2000.0,0.0,16,0,4,1024.0,SSD,13.3,2880,1800,1.095,1577.0
153,Asus VivoBook S 14X S5402Z,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,12,0,4,512.0,SSD,14.5,2880,1800,1.627,1100.0
154,Asus ZenBook Flip 15 Q539ZD,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,arc a370m,4,GDDR6,64,300.0,1750.0,16,2133,4,1024.0,SSD,15.6,2880,1620,1.828,1400.0
155,Asus Zenbook Pro 14 Duo OLED UX8402ZA,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.5,2880,1800,1.736,1997.0
156,ROG Strix Scar 15 G533ZW,2022.0,Windows,core i9-12900h,14,20,2.5,5.0,10,24,45 W,geforce rtx 3070 ti mobile,8,GDDR6,256,915.0,1750.0,32,0,5,2048.0,SSD,15.6,2560,1440,2.3,3418.0
157,Asus ROG Zephyrus Duo 16 GX650RX,2022.0,Windows,ryzen 9 6900hx,8,16,3.3,4.9,6,16,45 W,geforce rtx 3080 ti mobile,16,GDDR6,256,810.0,2000.0,64,0,5,512.0,SSD,16.0,3840,2400,2.56,5255.0
158,Asus ZenBook Flip 14 UN5401QA-KN085W,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.4,1365.0
159,Asus Zenbook Pro 15 OLED UM535Q,2022.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,2129,4,1024.0,SSD,15.6,1920,1080,1.865,1500.0
160,VivoBook 17 F712JA,2022.0,Windows,core i7-1065g7,4,8,1.3,3.9,10,8,15 W,iris plus graphics g7,0,,0,300.0,0.0,16,0,4,512.0,SSD,17.3,1920,1080,2.2,840.0
161,Asus VivoBook 15 OLED M513UA-L1282W,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,840.0
162,Asus ZenBook 14X OLED UX5400EA-L7154W,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.437,
163,Asus TUF Gaming F17 FX707Z-HX011W,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,2,5,1024.0,SSD,17.3,1920,1080,2.515,1840.0
164,Asus TUF Gaming F15 FX507ZM,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,2400,5,1024.0,SSD,15.6,1920,1080,2.077,1500.0
165,Asus ROG Zephyrus G14 GA402RK,2022.0,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16,35 W,radeon rx 6800s,8,GDDR6,128,1800.0,2000.0,32,0,5,1024.0,SSD,14.0,2560,1600,1.71,2417.0
166,Asus ROG Flow Z13 GZ301ZE,2022.0,Windows,core i9-12900h,14,20,2.5,5.0,10,24,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,1024.0,SSD,13.4,1920,1200,1.185,2207.0
167,Asus ExpertBook B3 Flip B3402FEA,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.61,1576.0
168,Asus ExpertBook B7 Flip B7402FEA,2022.0,Windows,core i7-1195g7,4,8,2.9,5.0,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1900,1200,1.44,2628.0
169,Asus Zephyrus G15 GA503RW-LN030W,2022.0,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16,35 W,geforce rtx 3070 ti mobile,8,GDDR6,256,915.0,1750.0,16,0,5,1024.0,SSD,15.6,2560,1440,1.9,2786.0
170,Asus ZenBook S 13 UM5302TA,2022.0,Windows,ryzen 5 6600u,6,12,2.9,4.5,6,16,15 W,radeon 660m,0,,0,1500.0,0.0,8,0,5,512.0,SSD,13.3,2880,1800,1.095,
171,Asus Zenbook Pro 16X UX7602ZM-ME023W,2022.0,Windows,core i9-12900h,14,20,2.5,5.0,10,24,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,5,2048.0,SSD,16.0,3840,2400,2.4,
172,Asus Zenbook Pro 16X UX7602ZM-ME008X,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,5,1024.0,SSD,16.0,3840,2400,2.4,
173,Asus ZenBook Pro 14 Duo UX8402ZE-M3075W,2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,5,1024.0,SSD,14.0,2880,1800,1.75,
174,Asus Zenbook Pro 14 Duo UX8402ZE-M3030W,2022.0,Windows,core i9-12900h,14,20,2.5,5.0,10,24,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,32,0,5,2048.0,SSD,14.5,2880,1800,1.75,2733.0
175,"Asus ZenBook Flip 14 UP5401ZA, i5-12500H",2022.0,Windows,core i5-12500h,12,16,2.5,4.5,10,18,45 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,5,512.0,SSD,14.0,2880,1800,1.4,
176,Asus ZenBook Flip 14 UP5401EA-KU030T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,3840,2400,1.4,
177,Asus ZenBook Flip 14 UN5401QA-K181W,2022.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.4,1314.0
178,Asus ZenBook Flip 13 UX363EA-HP525T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.3,1892.0
179,Asus ZenBook Flip 13 UX363EA-HP043T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.3,946.0
180,Asus ZenBook Flip 13 UX363EA-AH74T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,1920,1080,1.3,1209.0
181,Asus ZenBook 14X UX5401ZA-L7078W,2022.0,Windows,core i9-12900h,14,20,2.5,5.0,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,0,5,1024.0,SSD,14.0,2880,1800,1.4,1892.0
182,Asus ZenBook 14X UX5401ZA-KP005W,2022.0,Windows,core i5-12500h,12,16,2.5,4.5,10,18,45 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,5,512.0,SSD,14.0,2560,1600,1.4,1156.0
183,"Asus Zenbook 14X UX5400EG, i5-1135G7",2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,14.0,2880,1800,1.4,
184,"Asus Zenbook 14X OLED Space Edition, i7-12700H",2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,5,1024.0,SSD,14.0,2880,1800,1.4,
185,Asus ZenBook 14 UX425EA-KI359T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.17,
186,"Asus Zenbook 14 UX3402ZA, i5-1240P",2022.0,Windows,core i5-1240p,12,16,1.7,4.4,10,12,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.39,
187,"Asus Zenbook 14 UX3402, i7-1260P",2022.0,Windows,core i7-1260p,12,16,2.1,4.7,10,18,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.39,
188,Asus ZenBook 14 UM425UAZ-KI035T,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.13,
189,Asus Zenbook 14 UM425UAZ-KI016T,2022.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.22,
190,Asus ZenBook 14 UM3402YA-KM115W,2022.0,Windows,ryzen 7 5825u,8,16,2.0,4.5,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.39,
191,Asus ZenBook 14 UM3402YA-KM067W,2022.0,Windows,ryzen 7 5825u,8,16,2.0,4.5,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.39,1219.0
192,Asus VivoBook S15 S533EA-L11012T,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,
193,Asus VivoBook S14 S435EA-KC035T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.3,
194,Asus VivoBook S14 S433EA-EB1150T,2022.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,
195,Asus VivoBook S14 S433EA-AM464T,2022.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.4,
196,"Asus VivoBook S 14 S3402, i7-12700H",2022.0,Windows,core i7-12700h,14,20,2.3,4.7,10,24,45 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.5,
197,"Asus VivoBook S 14 S3402, i7-12500H",2022.0,Windows,core i5-12500h,12,16,2.5,4.5,10,18,45 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,2880,1800,1.5,
198,"Asus Vivobook S 14 K3402ZA, i5-12500H",2022.0,Windows,core i5-12500h,12,16,2.5,4.5,10,18,45 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,1024.0,SSD,14.0,2880,1800,1.5,
199,Asus Vivobook Pro 16X-M7600QE,2022.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,32,0,4,1024.0,SSD,16.1,3840,2400,1.911,
200,Asus Vivobook Pro 16X N7600PC-L2012R,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,16.1,3840,2400,1.95,
201,Asus VivoBook Pro 16X N7600PC-L2010W,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,16.1,3840,2400,1.95,1366.0
202,Asus Vivobook Pro 16X M7600QC-L2002T,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,16.0,3840,2160,1.95,1261.0
203,Asus VivoBook Pro 15 M3500QC-L1297W,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,1051.0
204,Asus VivoBook Pro 15 M3500QC-KJ161T,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.68,
205,Asus VivoBook Pro 15 M3500QA-L1149T,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,1156.0
206,Asus VivoBook Pro 15 M3500QA-L1082W,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.65,
207,Asus VivoBook Pro 15 M3500-L1179T,2022.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,
208,Asus VivoBook Pro 15 K3500PC-L1009T,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,1261.0
209,"Asus VivoBook Pro 15 K3500PC, i7-11370H RTX 3050",2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,
210,Asus VivoBook Pro 15 K3500PA-L1077T,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,1261.0
211,Asus VivoBook Pro 15 D3500QC-L1103T,2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.65,1472.0
212,Asus VivoBook Pro 14X N7400PC-KM142W,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.45,1734.0
213,Asus VivoBook Pro 14X N7400PC-KM012T,2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,14.0,2880,1800,1.45,
214,"Asus VivoBook Pro 14X M7400QC, 5600H RTX 3050",2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,14.0,2880,1800,1.45,1156.0
215,"Asus Vivobook Pro 14X M7400, 5800H 3050",2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.45,
216,Asus VivoBook Pro 14 M3401QC-KM007W,2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,14.0,2880,1080,1.45,1051.0
217,"Asus Vivobook Pro 14 M3400, R7 5800H",2022.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.4,
218,"Asus Vivobook Pro 14 M3400, R5 5600H",2022.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.4,
219,Asus Vivobook Pro 14 K3400PA-WH51,2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,2880,1800,1.4,683.0
220,"Asus Vivobook Pro 14 K3400PA, i7-11370H",2022.0,Windows,core i7-11370h,4,8,4.8,,10,12,32 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.4,
221,"Asus Vivobook Pro 14 K3400, i5-11300H GTX 1650",2022.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,14.0,2800,1800,1.4,
